ho_url_id	page_category	page_url
297	PRESS RELEASE	www.cdc.gov/nchhstp/newsroom/2016-archive.html
298	STORE LOCATOR	www.mystorelocations.com/free-people-clothing/Tulsa/listing.html
299	PRODUCT COMPARISON	socialcompare.com/en/comparison/sim-card-format-and-size-comparison
300	DOCUMENTATION	accelops.atlassian.net/
301	WHITEPAPER	www.analytica-world.com/en/whitepapers/65365/cdna-synthesis-with-the-transcriptor-first-strand-cdna-synthesis-kit-from-formalin-fixed-paraffin-embedded-tissue-ffpet-samples.html
302	WHITEPAPER	www.wordbanter.com/showthread.php?t=74857
303	DOCUMENTATION	www.veritas.com/support/en_US/article.DOC5794
304	PRODUCT COMPARISON	www.goodbed.com/mattress-line/sealy-posturepedic/models/
305	PRESS RELEASE	www.justice.gov/archive/opa/pr/2006/August/06_civ_586.html
306	PRODUCT DETAIL	www.amazon.com/Creative-Converting-Assorted-Colored-Toothpicks/dp/B001BDGE00
307	PRODUCT DETAIL	www.bedbathandbeyond.com/1/1/381698-my-little-pony-best-friends-4-piece-toddler-bed-set.html
308	STORE LOCATOR	www.mystorelocations.com/Kenner/LA/body-central/Body-Central--Esplanade-Mall-000103.html
309	DOCUMENTATION	github.com/RT-Thread/rt-thread/tree/master/components/net/lwip-1.4.1
310	PRESS RELEASE	news.samsung.com/global/samsung-galaxy-s-ii-reaches-3-million-in-global-sales
311	DOCUMENTATION	www.rhyous.com/2011/07/21/the-different-types-of-technical-documentation-for-software-and-why-each-is-important/
312	PRODUCT DETAIL	meowmeowtweet.com/products/tea-tree-eucalyptus-charcoal-bar-soap
313	WHITEPAPER	translation.babylon.com/english/to-spanish/white%20paper/
314	WHITEPAPER	lightingcontrolsassociation.org/content/whitepapers/control-wiring-a-primer/
315	STORE LOCATOR	www.gardenfreshmarket.com/store-locator.html
316	PRESS RELEASE	www.docusign.com/press-releases/federal-housing-administration-accept-docusign-real-estate-contracts-nationwide
317	WHITEPAPER	tdwi.org/whitepapers/2013/02/trillium_lean-data-governance.aspx
318	WHITEPAPER	www.act-on.com/resources/whitepapers/seo-101-basics-and-beyond
319	PRODUCT DETAIL	www.crutchfield.com/ISEO-rgbtcspd/p_28460EQ10/Sharp-LC-60EQ10U.html
320	STORE LOCATOR	www.redracksthriftstores.com/locations/stjoe
321	DOCUMENTATION	ef.readthedocs.org/
322	DOCUMENTATION	www.atmel.com/webdoc/AVRLibcReferenceManual/using_tools_1using_avr_gcc.html
323	WHITEPAPER	www.billchamberlin.com/cloud-computing-ibm-websites-social-media-white-papers-and-reports/
324	INFOGRAPHIC	www.coolinfographics.com/blog/2015/6/25/business-etiquette-around-the-world.html
325	STORE LOCATOR	www.vans.com/utility/store-locator.html
326	STORE LOCATOR	www.hourszone.com/subway-store-locations-hours/tennessee/murfreesboro
327	STORE LOCATOR	hatworld.com.au/content/6-store-locations
328	WHITEPAPER	www.bbb.org/south-east-florida/business-reviews/newspapers/white-papers-weekly-in-pompano-beach-fl-90080170/complaints
329	WHITEPAPER	www.sans.org/reading-room/whitepapers/networkdevs/comparative-risk-analysis-gpon-optical-lan-traditional-lan-technologies-34407
330	PRESS RELEASE	www.justice.gov/archive/opa/pr/2001/September/
331	DOCUMENTATION	github.com/pydata/pandas
332	STORE LOCATOR	www.patcatans.com/craft-store-locations/aliquippa-pa
333	PRODUCT CATEGORY	www.summitappliance.com/wine-beverage
334	PRODUCT CATEGORY	www.walmart.com/c/kp/bike-baskets-for-cruisers
335	INFOGRAPHIC	www.smartinsights.com/traffic-building-strategy/integrated-marketing-communications/integrating-social-media-with-event-marketing-infographic/
336	DOCUMENTATION	malwaretips.com/threads/how-to-remove-bloatware.43614/
337	PRESS RELEASE	www.comscore.com/Insights/Press-Releases/2006/01/2005-E-Commerce-Figures
338	STORE LOCATOR	www.mystore411.com/store/list_city/1368/Minnesota/Appleton/DMV-store-locations
339	PRODUCT CATEGORY	shopping.yahoo.com/porch-swings/
340	DOCUMENTATION	docs.oracle.com/javase/7/docs/
341	WHITEPAPER	www.ascendforairlines.com/whitepaper/improving-customer-experience-available-and-cost-effective-solutions
342	INFOGRAPHIC	www.savingforcollege.com/articles/infographic-how-much-do-you-need-to-save
343	PRODUCT COMPARISON	www.sleepreviewmag.com/2014/01/home-sleep-testing-side-by-side-comparison-guide-december-2013/
344	INFOGRAPHIC	blog.keenfootwear.com/2013/03/01/keens-10-year-history-infographic/
345	PRODUCT DETAIL	www.amazon.com/Loreal-Intense-Repair-Masque-Unisex/dp/B000UUF7DA
346	PRODUCT DETAIL	www.pcadvisor.co.uk/review/printer-scanner-copiers/hp-photosmart-7520-e-all-in-one-review-3403714/
347	PRODUCT CATEGORY	canada.michaels.com/on/demandware.store/Sites-MichaelsCanada-Site/default/Product-Show?pid=C_gc2837
348	INFOGRAPHIC	blog.tabfoundry.com/image-dimensions-new-facebook-page-infographic/
349	STORE LOCATOR	www.mystore411.com/store/list_city/329/Florida/Destin/REMAX-store-locations
350	PRODUCT CATEGORY	thesurvivalpodcast.com/forum/index.php?topic=21891.0
351	PRESS RELEASE	www.brightcove.com/en/company/press
352	PRESS RELEASE	www2.deloitte.com/us/en/pages/about-deloitte/articles/press-releases/deloitte-corporate-finance-llc-advised-consolidated-systems-inc-in-three-deals.html
353	PRODUCT DETAIL	www.pinterest.com/pin/68891069275071443/
354	PRODUCT CATEGORY	www.menards.com/main/building-materials/landscaping-materials/the-project-store/dock-projects/c-9904.htm
355	PRODUCT DETAIL	www.amazon.com/Brother-MFCJ6920DW-Wireless-Multifunction-Printer/dp/B00EANUUDK
356	WHITEPAPER	www.informationweek.com/whitepaper/Hardware/Data-Centers/top-9-mistakes-in-data-center-planning-wp1393600926/155983?gset=yes
357	STORE LOCATOR	storefound.org/j-j-fish-store-hours-locations/il/chicago/884324
358	STORE LOCATOR	www.storelocationshours.com/ollies-bargain-outlet-store-hours-locations/ohio/newark
359	DOCUMENTATION	www.dotnetperls.com/7-zip-examples
360	STORE LOCATOR	www.officedepot.com/storelocator/findStore.do
361	PRESS RELEASE	www.nasa.gov/press-release/nasa-begins-work-to-build-a-quieter-supersonic-passenger-jet
362	PRODUCT DETAIL	www.amazon.com/Rockler-Mini-Clamp-It-Assembly-Square/dp/B001DT4TUE
363	STORE LOCATOR	squareup.com/retail
364	PRODUCT DETAIL	www.4inkjets.com/HP-OfficeJet-Pro-8610-printer-ink-cartridges-toner
365	INFOGRAPHIC	www.hipb2b.com/blog/social-media-small-business/
366	WHITEPAPER	www.ithound.com/browse/it-systems-management/it-planning-management/it-service-management-itsm
367	DOCUMENTATION	www.sitepoint.com/sending-emails-php-phpmailer/
368	WHITEPAPER	www.ni.com/white-paper/4114/en/
369	PRESS RELEASE	www.justice.gov/opa/pr/federal-court-preliminarily-orders-florida-man-close-tax-preparation-business-and-bars-him
370	STORE LOCATOR	www.storehoursandlocations.com/sears/Eugene/listings.html
371	INFOGRAPHIC	hin.com/blog/2016/01/01/infographic-the-year-of-the-healthcare-data-breach/
372	STORE LOCATOR	www.mystore411.com/store/list_state/872/South%20Carolina/Caesarstone-store-locations
373	DOCUMENTATION	docs.oracle.com/cloud/latest/common/OSNUG/osn-usr-basics.htm
374	INFOGRAPHIC	www.business2community.com/infographics/evolution-customer-service-experience-infographic-0706403
375	PRODUCT CATEGORY	chemwiki.ucdavis.edu/Analytical_Chemistry/Electrochemistry/Voltaic_Cells/Case_Study%3A_Battery_Types/Rechargeable_Batteries
376	INFOGRAPHIC	mashable.com/2012/09/03/mobile-tech-travel-infographic/
377	PRODUCT DETAIL	www.staplerwarehouse.com/c-15-top-carton-staplers.aspx
378	WHITEPAPER	www.smartcardalliance.org/smart-card-alliance-white-paper-explores-uses-of-nfc-beyond-payments/
379	PRODUCT COMPARISON	medshadow.org/features/decision-guide-to-erectile-dysfunction-drugs/ed-drug-comparison/
380	PRODUCT DETAIL	www.amazon.com/Fujifilm-X100-Digital-Fujinon-2-8-Inch/dp/B0043RS864
381	STORE LOCATOR	www.mystore411.com/store/list_state/198/new%20york/ALDI-store-locations
382	PRODUCT COMPARISON	tweakheadz.com/audio-interface-pci-comparison-chart/
383	DOCUMENTATION	help.solidworks.com/2015/English/api/sldworksapiprogguide/Welcome.htm
384	DOCUMENTATION	www.cloudera.com/documentation/enterprise/5-2-x/topics/installation_installation.html
385	DOCUMENTATION	dev.twitter.com/ads/campaigns
386	WHITEPAPER	news.thewindowsclub.com/windows-azure-network-security-whitepaper-67023/
387	STORE LOCATOR	oldnavy.gap.com/customerService/storeLocator.do
388	INFOGRAPHIC	www.usanfranonline.com/resources/supply-chain-management/the-evolution-of-supply-chain-infographic/
389	DOCUMENTATION	www.oracle.com/technetwork/middleware/big-data-discovery/documentation/index.html
390	PRODUCT COMPARISON	fhftur.com/compare-domestic-appliance-insurance-deals.html
391	DOCUMENTATION	www.digi.com/support/getasset?fn=90000982&amp;tp=3
392	INFOGRAPHIC	www.dmnews.com/dataanalytics/infographics/article/158099/
393	PRODUCT CATEGORY	www.houzz.com/photos/bar-stools-and-counter-stools/back_height--Backless/height_stool--Counter-Height
394	STORE LOCATOR	www.storehoursandlocations.com/discount-tire/Brockport-PA/listings.html
395	PRODUCT DETAIL	www.amazon.com/b?node=2324201011
396	PRESS RELEASE	www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm336009.htm
397	PRODUCT CATEGORY	www.overstock.com/Home-Garden/Cooktops-Burners/19123/subcat.html
398	PRESS RELEASE	www.nestleusa.com/media/pressreleases/nestl%C3%A9%C2%AE-introduces-limited-edition-nesquik%C2%AE-girl-scout-cookietm-beverages
399	PRESS RELEASE	investor.shareholder.com/jpmorganchase/releasedetail.cfm?ReleaseID=728447
400	PRESS RELEASE	www.w3.org/Press/Releases-1995.html
401	STORE LOCATOR	storefound.org/crazy-shirts-store-hours-locations/ca/san-diego
402	INFOGRAPHIC	design.tutsplus.com/tutorials/how-to-create-a-haggis-infographic-in-adobe-photoshop--cms-22987
403	PRESS RELEASE	www.federalreserve.gov/newsevents/press/orders/2016orders.htm
404	DOCUMENTATION	www.boatsafe.com/nauticalknowhow/doc0101.htm
405	INFOGRAPHIC	healthinformatics.uic.edu/resources/infographics/when-healthcare-and-computer-science-collide/
406	WHITEPAPER	technet.microsoft.com/en-us/library/dn567686.aspx
407	DOCUMENTATION	docs.oracle.com/cd/E52582_01/index.htm
408	PRESS RELEASE	press.foxnews.com/press-releases/
409	WHITEPAPER	www.pcworld.com/resources
410	PRODUCT COMPARISON	infoserviceonto.wordpress.com/2010/06/23/what-is-an-information-service/
411	PRESS RELEASE	www.pfizer.com/news/press-release/press-releases-archive
412	PRODUCT COMPARISON	www.elle.com/beauty/makeup-skin-care/news/a19577/5-best-anti-aging-creams-2014/
413	PRODUCT COMPARISON	www.cable.tv/compare-providers/
414	PRODUCT DETAIL	www.o2-cool.com/FD05004
415	INFOGRAPHIC	readwrite.com/2011/07/17/cisco_50_billion_things_on_the_internet_by_2020
416	WHITEPAPER	scf.io/en/documents/049_Backhaul_technologies_for_small_cells.php
417	PRESS RELEASE	www.airbusgroup.com/int/en/news-media/press-releases/Airbus-Group/Financial_Communication/2015/01/20150120_airbus_defence_and_space_tetra_lebanon.html
418	DOCUMENTATION	techwhirl.com/documentation-plan-template/
419	STORE LOCATOR	www.walgreens.com/storelocator/storeDetails.jsp?stnum=3621
420	PRODUCT CATEGORY	www.thisoldhouse.com/toh/photos/0,,20437428,00.html
421	INFOGRAPHIC	blog.aweber.com/email-marketing/teens-communicate-infographic.htm
422	PRODUCT CATEGORY	www.toolbarn.com/shop-by-category/power-tools/electric-tools/saws/jig-saws
423	PRODUCT CATEGORY	www.gaslogguys.com/content_content_7306.html
424	PRODUCT COMPARISON	www.moneysupermarket.com/mobile-phones/brands/sim-only/nano-sim/
425	WHITEPAPER	www.sqlskills.com/blogs/jonathan/new-performance-tuning-using-wait-statistics-whitepaper/
426	PRODUCT CATEGORY	www.kmart.com/toys-games-swimming-pools-accessories-pool-accessories-pool-ladders/b-1315401272
427	PRODUCT COMPARISON	http://www.edmunds.com/car-comparisons/?veh1=200751257|minivan&veh2=200712608|minivan&veh3=200743583|minivan&show=0&comparatorId=5020019
428	PRODUCT COMPARISON	road.cc/content/buyers-guide/174294-best-cycling-turbo-trainers-%E2%80%94-buyers-guide-15-best-trainers-and-rollers
429	PRESS RELEASE	otp.investis.com/clients/us/jetblue_airways/usn/usnews-story.aspx?cid=981&newsid=26761
430	STORE LOCATOR	www.bestbuy.com/site/store-locator
431	PRODUCT DETAIL	www.prevention.com/weight-loss/diets/south-beach-diet-supercharged-meal-plans
432	INFOGRAPHIC	vimeo.com/groups/65357
433	PRODUCT DETAIL	www.walmart.com/ip/Camp-Chef-Butane-Single-Burner-Stove/20468060
434	INFOGRAPHIC	creativemarket.com/blog/2013/11/12/4-infographics-about-graphic-design-trends
435	PRODUCT COMPARISON	gearpatrol.com/2013/12/02/winter-wheels-10-best-snow-tires/
436	DOCUMENTATION	wiki.libsdl.org/
437	STORE LOCATOR	www.storehoursandlocations.com/bb-t/Victoria-TX/listings.html
438	PRODUCT COMPARISON	www.edmunds.com/mercedes-benz/e-class/2010/comparison-test.html
439	STORE LOCATOR	storelocator.staples.com/stores/en_US/CA/El-Cajon/1307?cmpid=st_ll_goo&amp;cid=LS:RETAIL:Y
440	INFOGRAPHIC	www.nextstepliving.com/resources/infographic/community-solar-makes-solar-available-all
441	PRODUCT DETAIL	www.joulesusa.com/Women/Wellies/Mollywelly/Mid-calf-Rain-Boot-Wellies/Navy-Spot?id=R_MOLLYWELLY%7CNAVSPOT
442	PRODUCT CATEGORY	thesweethome.com/reviews/best-immersion-blender/
443	PRESS RELEASE	www.gpo.gov/newsroom-media/archives.htm
444	INFOGRAPHIC	mashable.com/2011/08/16/social-media-marketing-stats-infographic/
445	PRESS RELEASE	www.law.georgetown.edu/news/press-releases/republicans-and-democrats-draw-wrong-lessons-from-va-scandal-georgetown-professor-concludes-in-new-england-Journal-of-Medicine.cfm
446	WHITEPAPER	gain-insights.com/whitepaper-winning-with-retail-analytics/
447	PRODUCT DETAIL	www.sweetwater.com/shop/keyboards/
448	WHITEPAPER	www.defence.gov.au/whitepaper/2013/
449	WHITEPAPER	verifaya.com/automation-team-whitepaper/
450	PRODUCT DETAIL	www.amazon.com/iComfort-Savant-Everfeel-Mattress-Memory/dp/B00L6F6N0O
451	INFOGRAPHIC	www.creditloan.com/infographics/the-ins-and-outs-of-dollar-stores/
452	WHITEPAPER	www.ibmbigdatahub.com/whitepaper/understanding-big-data-e-book
453	PRODUCT DETAIL	www.amazon.com/Nike-Mens-Pegasus-Running-Shoe/dp/B00G5FP6RQ
454	DOCUMENTATION	www.mwfls.org/lakeshores-library-system-documentation/
455	PRODUCT DETAIL	www.homedepot.com/b/Decor-Blinds-Window-Treatments-Outdoor-Shades/N-5yc1vZbt0z
456	DOCUMENTATION	e2easy.wordpress.com/category/text-layout-framework/
457	STORE LOCATOR	www.storelocations411.com/champs-sports/Sioux-Falls/listing.html
458	PRODUCT DETAIL	www.lowes.com/Heating-Cooling/Space-Kerosene-Heaters/Electric-Space-Heaters/_/N-1z0zq50/pl
459	PRESS RELEASE	www2.deloitte.com/us/en/footerlinks/pressreleasespage.html?i=1;page=29;pageNumber=Next;q=*;rank=rank-search;sp_q_18=%22Press+releases%22;sp_s=date-published;sp_x_18=content-type;view=xml&pageNumber=Next
460	DOCUMENTATION	helpfiles.intactcloud.com/SA/10.00/SA_10_QuickStart/OSBP_Readme/README.html
461	PRODUCT CATEGORY	www.walmart.com/c/kp/epoxy-dots-stickers
462	WHITEPAPER	www.hp.com/storage/whitepapers
463	INFOGRAPHIC	blog.kissmetrics.com/mapping-app-engagement/
464	PRODUCT DETAIL	shopping.yahoo.com/764514315-tacco-italian-leather-coin-purse-red/
465	PRODUCT COMPARISON	time.com/7982/which-wireless-plan-is-cheapest/
466	PRODUCT COMPARISON	lexusenthusiast.com/2012/04/09/motor-trend-comparison-2013-lexus-gs-350-f-sport-vs-bmw-535i-audi-a6-infiniti-m37s/
467	STORE LOCATOR	www.storehoursandlocations.com/wing-stop/Marshall-TX/listings.html
468	PRESS RELEASE	www.nasa.gov/press/2014/july/nasa-announces-winners-of-challenge-to-design-hurricane-tracking-uncrewed-aerial
469	DOCUMENTATION	support.ooyala.com/developers/documentation/concepts/usingandroidrefdocs.html
470	DOCUMENTATION	h20565.www2.hp.com/portal/site/hpsc/public/psi/manualsResults/?sp4ts.oid=6896266&amp;ac.admitted=1454375609039.1123376534.492883150
471	PRODUCT COMPARISON	www.thesimpledollar.com/best-airline-credit-cards/
472	PRESS RELEASE	www.federalreserve.gov/boarddocs/press/enforcement/2005/200506092/default.htm
473	PRESS RELEASE	press.foxnews.com/press-archive/2013/
474	WHITEPAPER	info.serena.com/Whitepaper-MoveFastWithoutBreakingThings_LP.html
475	PRODUCT DETAIL	woodbarter.com/threads/lathe-for-big-bowls.12306/
476	PRODUCT DETAIL	www.cisco.com/c/en/us/products/collateral/routers/2900-series-integrated-services-routers-isr/data_sheet_c78_553896.html
477	DOCUMENTATION	docs.oracle.com/cd/E37115_01/doc.1112/e28183/oam_up.htm
478	PRESS RELEASE	www.pfizer.com/news/press-release/press-releases-archive?field_press_release_date_value[value]&page=55
479	STORE LOCATOR	www.ulta.com/ulta/stores/storelocator.jsp
480	PRODUCT CATEGORY	www.ebay.com/bhp/pole-chain-saw
481	INFOGRAPHIC	learninglaravel.net/most-popular-php-frameworks-2015-infographic
482	PRODUCT DETAIL	www.usadawgs.com/
483	PRODUCT CATEGORY	www.foodservicewarehouse.com/pizza-supplies/countertop-pizza-ovens/c3656.aspx
484	PRESS RELEASE	www.federalreserve.gov/boarddocs/press/enforcement/2005/20051014/default.htm
485	PRODUCT COMPARISON	www.trustedreviews.com/mobile-phones
486	DOCUMENTATION	dev.mysql.com/doc/en/
487	PRODUCT DETAIL	www.amazon.com/FitFlop-Womens-Superboot-Leather-Boot/dp/B00IOMVLM2
488	PRODUCT DETAIL	www.ebay.com/itm/Magnanni-Miro-Double-Monk-Strap-Shoe-/331660480635
489	PRODUCT DETAIL	www.amazon.com/Wrangler-Authentic-Cowboy-Western-Sleeve/dp/B0006SFF42
490	PRODUCT CATEGORY	www.target.com/c/child-carriers-trailers-bikes-sports-fitness-outdoors/-/N-5xt7q
491	PRODUCT DETAIL	www.walmart.com/c/ep/construction-party-supplies
492	STORE LOCATOR	www.storelocations411.com/lumber-liquidators/Jackson-TN/listing.html
493	WHITEPAPER	www.blu-raydisc.com/en/technical/technicalwhitepapers/bdrom.aspx
494	DOCUMENTATION	www.cisco.com/cisco/web/docs/iam/unified/ipt802/Cisco_Documentation.html
495	PRODUCT CATEGORY	www.homedepot.com/b/Doors-Windows-Garage-Doors-Openers-Accessories-Garage-Doors/Carriage-Style/N-5yc1vZar38Z1z0ughj
496	WHITEPAPER	www.tidyforms.com/white-paper-template.html
497	DOCUMENTATION	pubs.vmware.com/horizon-61-view/index.jsp
498	WHITEPAPER	www.rohde-schwarz.com/id/solutions/wireless-communications/lte/in-focus/lte_advanced_carrier_aggregation_73018.html
499	PRODUCT COMPARISON	spaghetti.io/cont/article/cdn-comparison-best-content-delivery-network-services-part-1/42/1.html
500	PRESS RELEASE	energycommerce.house.gov/news-center/press-releases
501	WHITEPAPER	www.metricstream.com/whitepapers/html/financial_services.htm
502	PRESS RELEASE	www.justice.gov/archive/opa/pr/Pre_96/October94/617.txt.html
503	INFOGRAPHIC	www.vegasslotsonline.com/blog/psychology-of-gambling-infographic/
504	STORE LOCATOR	www.mystore411.com/store/list_state/148/Vermont/CertainTeed-store-locations
505	DOCUMENTATION	wpengine.com/support/how-to-configure-your-dns/
506	WHITEPAPER	www.grainger.com/category/placemats-and-tray-covers/food-service-disposables-and-dispensers/furniture-hospitality-and-food-service/ecatalog/N-mig
507	INFOGRAPHIC	www.vocativ.com/news/252247/isis-infographics-explain-deadly-paris-attacks-and-aftermath/
508	WHITEPAPER	visualstudiomagazine.com/whitepapers/list/vsm-tech-library-list.aspx
509	DOCUMENTATION	www.ibm.com/support/docview.wss?uid=swg27015148
510	STORE LOCATOR	www.wholefoodsmarket.com/stores/list
511	WHITEPAPER	fundacionsagarmatha.org/directessays/business-objects-xi-white-papers/
512	PRODUCT CATEGORY	www.bestbuy.com/site/monitor-accessories/monitor-mounts-stands/abcat0515031.c?id=abcat0515031
513	PRODUCT DETAIL	www.realtruck.com/seat-covers/ford/f150/
514	PRODUCT COMPARISON	www.technobuffalo.com/videos/galaxy-s6-edge-vs-note-edge-video-comparison/
515	WHITEPAPER	www.techrepublic.com/resource-library/whitepapers/data-warehouse-requirements-analysis-framework-business-object-based-approach/
516	WHITEPAPER	www.soroptimist.org/whitepapers/balancing-work-family-life.html
517	PRODUCT COMPARISON	www.cancer.org/cancer/cancercauses/geneticsandcancer/genesandcancer/genes-and-cancer-oncogenes-tumor-suppressor-genes
518	DOCUMENTATION	aws.amazon.com/config/partners/redhat/
519	PRESS RELEASE	www.millennialmedia.com/press/millennial-media-names-advertising-industry-veteran-stephen-root-as-chief-operating-officer
520	PRODUCT COMPARISON	www.refinery29.com/natural-beauty-brands
521	WHITEPAPER	www.techrepublic.com/resource-library/whitepapers/wireless-digital-stethoscope-using-bluetooth-technology/
522	DOCUMENTATION	docs.aws.amazon.com/directconnect/latest/UserGuide/getstarted.html
523	WHITEPAPER	www.denodo.com/en/document/whitepaper/hybrid-data-warehouse-modern-data-architecture-apache-and-hadoop
524	PRODUCT DETAIL	www.cnet.com/products/lg-ef9500/
525	DOCUMENTATION	archive09.linux.com/articles/56650
526	WHITEPAPER	www.sunstone.com/docs/pcb-whitepapers/using-stencils-to-simplify-the-printed-circuit-board-assembly-process.pdf?sfvrsn=8
527	PRODUCT CATEGORY	www.etsy.com/market/rag_rugs
528	PRODUCT DETAIL	www.belkin.com/us/Device/iPad/d/iPad-mini/
529	PRESS RELEASE	press.foxnews.com/2016/03/fox-news-channel-to-host-republican-presidential-primary-debate-in-salt-lake-city-utah-on-march-21st/
530	PRESS RELEASE	www.airbusgroup.com/int/en/news-media/press-release-search.html
531	PRODUCT CATEGORY	www.andersenwindows.com/products/a-series-double-hung-window/
532	STORE LOCATOR	storefound.org/under-armour-store-hours-locations/mn/woodbury/1704739
533	PRODUCT CATEGORY	www.biggerpockets.com/forums/52/topics/76696-trafficmaster-allure-ultra-wood-vinyl-planks
534	PRODUCT COMPARISON	www.consumersearch.com/wine-coolers
535	PRESS RELEASE	www.ftc.gov/news-events/press-releases
536	PRODUCT COMPARISON	www.trampolines.com/pages/compare-trampolines
537	DOCUMENTATION	hadoop.apache.org/docs/r1.2.1/file_system_shell.html
538	DOCUMENTATION	www.howtogeek.com/school/sysinternals-pro/lesson2/
539	PRODUCT CATEGORY	www.ebay.com/bhp/water-hose-holder
540	PRODUCT COMPARISON	spicygrad.blogspot.com/2011/02/comparison-of-windows-backup-software.html
541	INFOGRAPHIC	mphprogramslist.com/infographics/anatomy-of-health-insurance/
542	PRODUCT COMPARISON	tires.tirerack.com/tires/Bridgestone%20Vs%20Michelin
543	PRODUCT COMPARISON	www.lawyersgunsmoneyblog.com/2013/12/the-aca-v-the-heritage-plan-a-comparison-in-chart-form
544	PRODUCT DETAIL	thefithousewife.com/2015/06/fixate-cookbook-autumn-calabrese.html/
545	WHITEPAPER	www.windowsecurity.com/whitepapers/firewalls_and_VPN/Firewalls_Complete/Firewalls_Complete__Firewall_Maintenance.html
546	DOCUMENTATION	juliandontcheff.wordpress.com/2014/10/30/oracle-zero-data-loss-recovery-appliance/
547	PRODUCT DETAIL	collider.com/dark-shadows-complete-original-series-deluxe-edition-sale/
548	PRODUCT DETAIL	www.sonicalert.com/Sonic-Bomb-with-Super-Shaker-TM-p/sbb500ss.htm
549	PRESS RELEASE	www.airbusgroup.com/int/en/news-media/press-releases/Airbus-Group/Financial_Communication/2016/03/20160321_airbus_first_arcraft_produced_in_the_usa.html
550	WHITEPAPER	www.pardot.com/whitepapers/25-marketing-automation-tips-straight-sales/
551	PRODUCT CATEGORY	www.lowes.com/Flooring/Laminate-Flooring-Accessories/_/N-1z11ohf/pl
552	PRODUCT DETAIL	www.vh1.com/news/53046/top-20-heavy-metal-movies-of-all-time/
553	INFOGRAPHIC	geektyrant.com/news/2012/6/3/star-wars-has-made-how-much-money-infographic.html
554	STORE LOCATOR	www.target.com/store-locator/find-stores
555	PRESS RELEASE	press.foxnews.com/2016/01/fox-news-channel-and-google-partner-for-the-upcoming-republican-presidential-primary-debate-in-iowa/
556	PRESS RELEASE	www.gpo.gov/newsroom-media/presspage/16presspage07
557	PRODUCT COMPARISON	www.floir.com/choices/
558	DOCUMENTATION	www.symantec.com/connect/forums/data-loss-prevention-12-guides
559	PRODUCT CATEGORY	www.warnersstellian.com/dishwasher-buying-guide
560	STORE LOCATOR	storefound.org/ameci-pizza-pasta-store-hours-locations
561	INFOGRAPHIC	www.hollywood.com/celebrities/fantasy-golden-globes-if-mean-girls-determined-the-seating-chart-infographic-60230617/
562	STORE LOCATOR	www.rei.com/map/store
563	STORE LOCATOR	www.storehoursandlocations.com/honey-baked-ham/Winterville-NC/listings.html
564	STORE LOCATOR	www.southernstates.com/storelocations/78106/index.aspx
565	PRODUCT CATEGORY	www.cshardware.com/kitchen-accessories
566	INFOGRAPHIC	www.gobankingrates.com/personal-finance/statistics-holiday-shopping-infographic/
567	INFOGRAPHIC	counseling.online.wfu.edu/resources/infographics/10-qualities-of-great-community-leaders/
568	WHITEPAPER	whitepapers.venturebeat.com/content26381
569	PRODUCT DETAIL	www.homedepot.com/p/Purdy-2-in-A-P-All-Paints-Brush-Set-3-Pack-140853100/100062626
570	PRODUCT CATEGORY	www.homedepot.com/b/Electrical-Dimmers-Switches-Outlets-Lighting-Controls/Wi-Fi/N-5yc1vZc34gZ1z0rfje
571	STORE LOCATOR	storefound.org/pearle-vision-express-store-hours-locations/va/portsmouth/1198512
572	DOCUMENTATION	docs.oracle.com/cd/E51111_01/current/html/homeset.html
573	INFOGRAPHIC	contently.com/strategist/2013/04/26/what-it-takes-to-be-a-top-marketing-executive-infographic/
574	WHITEPAPER	www.hp.com/sbso/solutions/healthcare/hp_tablet_whitepaper
575	INFOGRAPHIC	twitter.com/search?q=%23infographic
576	WHITEPAPER	www.orientaltrading.com/diy-large-paper-parasols-a2-48_363.fltr
577	DOCUMENTATION	carlwebster.com/category/citrix-xendesktop/
578	PRESS RELEASE	manhattanda.org/press-release?page=33
579	INFOGRAPHIC	www.socialmediatoday.com/social-networks/irfan-ahmad/2015-09-25/5-biggest-social-media-trends-2015-infographic
580	WHITEPAPER	www.avepoint.com/resources/white-papers/
581	PRODUCT COMPARISON	www.autobytel.com/sport-utility-vehicles/car-buying-guides/10-of-the-best-used-small-suvs-114283/
582	STORE LOCATOR	www.mystorelocations.com/moneygram/Woodbury-MN/listing.html
583	STORE LOCATOR	storehourslocations.com/first-watch-restaurant-hours-locations/ohio/dayton/5003685
584	PRESS RELEASE	www.eeoc.gov/eeoc/newsroom/release/2-17-16a.cfm
585	PRODUCT COMPARISON	www.ehealthinsurance.com/minnesota-health-insurance
586	STORE LOCATOR	www.storelocations411.com/huntington-bank/Tuscaloosa/listing.html
587	STORE LOCATOR	www.riteaid.com/store-locator
588	WHITEPAPER	www.sans.org/reading-room/whitepapers/analyst/institute-review-oracle-database-vault-35100
589	PRESS RELEASE	www.eeoc.gov/eeoc/newsroom/release/archive/5-17-00.html
590	PRODUCT CATEGORY	www.precious-metal-refining.info/what-are-my-14k-gold-wedding-rings-worth/
591	WHITEPAPER	www.whitehatsec.com/resource/whitepapers/website_security_101.html
592	DOCUMENTATION	alphagov.github.io/identity-assurance-documentation/stage4/complianceTool.html
